4 accumulation steps, 24 fragments per step, 1024 fragment legnth
e512h3d50w1024 b96f1024 drop1ch1tail5 0x0, size 149.835M
iter 453k, 485.276 sec, train err -2.83789, test err -2.87654
iter 454k, 485.124 sec, train err -2.8371, test err -2.87472
iter 455k, 484.79 sec, train err -2.83652, test err -2.87496
iter 456k, 484.964 sec, train err -2.83685, test err -2.8749
iter 457k, 484.814 sec, train err -2.83661, test err -2.87446
iter 458k, 484.943 sec, train err -2.83533, test err -2.87402
iter 459k, 484.64 sec, train err -2.83583, test err -2.87343
iter 460k, 484.688 sec, train err -2.83546, test err -2.87288
iter 461k, 484.541 sec, train err -2.8353, test err -2.87258
iter 462k, 484.403 sec, train err -2.83502, test err -2.87219
iter 463k, 484.26 sec, train err -2.8342, test err -2.87135
iter 464k, 484.305 sec, train err -2.83324, test err -2.87079
iter 465k, 484.126 sec, train err -2.83262, test err -2.87021
iter 466k, 484.216 sec, train err -2.83215, test err -2.86997
iter 467k, 484.248 sec, train err -2.83205, test err -2.87004
iter 468k, 484.278 sec, train err -2.83113, test err -2.86934
iter 469k, 484.217 sec, train err -2.83044, test err -2.86853
iter 470k, 484.356 sec, train err -2.8299, test err -2.86826
iter 471k, 484.472 sec, train err -2.82956, test err -2.86794
iter 472k, 484.331 sec, train err -2.82858, test err -2.86714
iter 473k, 484.291 sec, train err -2.8283, test err -2.86683
iter 474k, 484.126 sec, train err -2.82845, test err -2.86616
iter 475k, 484.094 sec, train err -2.82824, test err -2.86558
iter 476k, 484.33 sec, train err -2.8277, test err -2.86499
iter 477k, 484.202 sec, train err -2.8269, test err -2.86554
iter 478k, 484.171 sec, train err -2.8267, test err -2.86511
iter 479k, 484.372 sec, train err -2.82609, test err -2.86409
iter 480k, 484.287 sec, train err -2.82539, test err -2.86308
iter 481k, 484.441 sec, train err -2.82545, test err -2.86347
iter 482k, 485.177 sec, train err -2.82491, test err -2.8628
iter 483k, 485.176 sec, train err -2.82448, test err -2.86277
iter 484k, 485.039 sec, train err -2.82396, test err -2.86238
iter 485k, 485.108 sec, train err -2.82371, test err -2.86201
iter 486k, 485.361 sec, train err -2.82321, test err -2.86123
iter 487k, 484.971 sec, train err -2.82336, test err -2.86099
iter 488k, 484.472 sec, train err -2.82257, test err -2.86057
iter 489k, 484.543 sec, train err -2.82224, test err -2.86021
iter 490k, 484.33 sec, train err -2.82227, test err -2.86026
iter 491k, 484.342 sec, train err -2.82174, test err -2.85961
iter 492k, 484.58 sec, train err -2.82129, test err -2.8591
iter 493k, 484.435 sec, train err -2.82076, test err -2.85869
iter 494k, 484.465 sec, train err -2.81986, test err -2.85835
iter 495k, 484.383 sec, train err -2.81945, test err -2.85781
iter 496k, 485.011 sec, train err -2.8193, test err -2.85737
iter 497k, 485.102 sec, train err -2.81919, test err -2.85715
iter 498k, 484.669 sec, train err -2.81856, test err -2.85678
iter 499k, 484.749 sec, train err -2.8182, test err -2.85618
iter 500k, 484.109 sec, train err -2.8177, test err -2.85554
iter 501k, 484.152 sec, train err -2.81737, test err -2.85546
iter 502k, 484.524 sec, train err -2.81691, test err -2.85543
iter 503k, 484.767 sec, train err -2.81663, test err -2.85498
iter 504k, 484.808 sec, train err -2.81619, test err -2.85455
iter 505k, 484.806 sec, train err -2.81623, test err -2.85412
iter 506k, 484.774 sec, train err -2.81533, test err -2.85351
iter 507k, 484.501 sec, train err -2.81551, test err -2.85385
iter 508k, 485.132 sec, train err -2.81497, test err -2.8531
iter 509k, 485.434 sec, train err -2.81474, test err -2.85292
iter 510k, 485.288 sec, train err -2.8145, test err -2.85282
